country,points,price,province,taster_name,title,variety,winery,val,,,,,,
US,81,11,California,Virginie Boone,Castle Rock 2011 Zinfandel (Lodi),Zinfandel,Castle Rock,1272,,,,,,
US,88,12,California,Jim Gordon,Castle Rock 2012 Zinfandel (Lodi),Zinfandel,Castle Rock,1272,,,,,,
US,87,11,California,Jim Gordon,Castle Rock 2013 Zinfandel (Mendocino County),Zinfandel,Castle Rock,1272,,,,,,
US,90,24,California,Matt Kettmann,Castoro Cellars 2013 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars,1272,,,,,,
US,90,24,California,Matt Kettmann,Castoro Cellars 2014 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars,1272,,,,,,
US,88,24,California,Matt Kettmann,Castoro Cellars 2015 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars,1272,,,,,,
US,83,33,California,Virginie Boone,Cedar Mountain 2007 Hansen Vineyard Reserve Zinfandel (Livermore Valley),Zinfandel,Cedar Mountain,1272,,,,,,
US,85,33,California,Virginie Boone,Cedar Mountain 2009 Reserve Zinfandel (Livermore Valley),Zinfandel,Cedar Mountain,1272,,,,,,
US,84,23,California,Jim Gordon,Cedar View Winery 2014 Zinfandel (Sierra Foothills),Zinfandel,Cedar View Winery,1272,,,,,,
US,89,25,California,Jim Gordon,Cedarville 2013 Estate Bottled Zinfandel (El Dorado),Zinfandel,Cedarville,1272,,,,,,
US,89,22,California,Virginie Boone,Cedarville Vineyard 2009 Estate Zinfandel (El Dorado),Zinfandel,Cedarville Vineyard,1272,,,,,,
US,91,22,California,Virginie Boone,Cedarville Vineyard 2010 Estate Zinfandel (El Dorado),Zinfandel,Cedarville Vineyard,1272,,,,,,
US,90,25,California,Jim Gordon,Cedarville Vineyard 2014 Estate Zinfandel (El Dorado),Zinfandel,Cedarville Vineyard,1272,,,,,,
US,90,36,California,Virginie Boone,Cellars 33 2013 Bacigalupi Vineyard Zinfandel (Russian River Valley),Zinfandel,Cellars 33,1272,,,,,,
US,90,36,California,Virginie Boone,Cellars 33 2014 Bacigalupi Vineyard Zinfandel (Russian River Valley),Zinfandel,Cellars 33,1272,,,,,,
US,93,33,California,Jim Gordon,Chacewater 2013 Made with Organically Grown Grapes Zinfandel (Sierra Foothills),Zinfandel,Chacewater,1272,,,,,,
US,90,22,California,Jim Gordon,Chacewater 2014 Made With Organically Grown Grapes Zinfandel (Sierra Foothills),Zinfandel,Chacewater,1272,,,,,,
US,88,42,California,Virginie Boone,Chalk Hill 2014 Chairman's Club Zinfandel (Russian River Valley),Zinfandel,Chalk Hill,1272,,,,,,
US,91,18,California,Jim Gordon,Charles B. Mitchell 2012 Hawk Creek Zinfandel (Fair Play),Zinfandel,Charles B. Mitchell,1272,,,,,,
US,86,25,California,Jim Gordon,Charles B. Mitchell 2013 Reserve Goltz Vineyard Zinfandel (El Dorado),Zinfandel,Charles B. Mitchell,1272,,,,,,
US,89,25,California,Jim Gordon,Charles B. Mitchell 2013 Reserve Green Vineyard Zinfandel (El Dorado),Zinfandel,Charles B. Mitchell,1272,,,,,,
US,86,25,California,Jim Gordon,Charles B. Mitchell 2013 Reserve Harde Vineyard Zinfandel (El Dorado),Zinfandel,Charles B. Mitchell,1272,,,,,,
US,86,20,California,Virginie Boone,Chatom Vineyards 2008 Zinfandel (Calaveras County),Zinfandel,Chatom Vineyards,1272,,,,,,
US,87,15,California,Virginie Boone,Chessman 2010 Zinfandel (Lodi),Zinfandel,Chessman,1272,,,,,,
US,92,21,California,Virginie Boone,Chiarito 2007 Estate Bottled Zinfandel (Mendocino),Zinfandel,Chiarito,1272,,,,,,
US,86,19,California,Matt Kettmann,Chillhouse 2012 Zinfandel (Paso Robles),Zinfandel,Chillhouse,1272,,,,,,
US,88,24,California,Matt Kettmann,Chronic Cellars 2015 Dead Nuts Zinfandel (Paso Robles),Zinfandel,Chronic Cellars,1272,,,,,,
US,80,8,California,Jim Gordon,CK Mondavi 2013 Willow Springs White Zinfandel (California),Zinfandel,CK Mondavi,1272,,,,,,
US,87,24,California,Virginie Boone,Claudia Springs 2007 Zinfandel (Mendocino County),Zinfandel,Claudia Springs,1272,,,,,,
US,87,24,California,Virginie Boone,Claudia Springs 2008 Nate's Vineyard Zinfandel (Redwood Valley),Zinfandel,Claudia Springs,1272,,,,,,
US,87,24,California,Virginie Boone,Claudia Springs 2009 Valenti Ranch Zinfandel (Mendocino Ridge),Zinfandel,Claudia Springs,1272,,,,,,
US,83,20,California,Virginie Boone,Claudia Springs NV Blend 5 Zinfandel (Redwood Valley),Zinfandel,Claudia Springs,1272,,,,,,
US,92,45,California,Virginie Boone,Clif Family 2015 Gary's Improv Zinfandel (Howell Mountain),Zinfandel,Clif Family,1272,,,,,,
US,88,15,California,Virginie Boone,Cline 2012 Ancient Vine Zinfandel (Contra Costa County),Zinfandel,Cline,1272,,,,,,
US,92,30,California,Jim Gordon,Cline 2012 Big Break Vineyard Zinfandel (Contra Costa County),Zinfandel,Cline,1272,,,,,,
US,87,30,California,Jim Gordon,Cline 2012 Live Oak Vineyards Zinfandel (Contra Costa County),Zinfandel,Cline,1272,,,,,,
US,89,30,California,Jim Gordon,Cline 2012 Meadowbrook Ranch Zinfandel (Tehama County),Zinfandel,Cline,1272,,,,,,
US,85,12,California,Virginie Boone,Cline 2012 Zinfandel (Lodi),Zinfandel,Cline,1272,,,,,,
US,89,15,California,Jim Gordon,Cline 2015 Ancient Vines Zinfandel (Contra Costa County),Zinfandel,Cline,1272,,,,,,
US,87,18,California,Matt Kettmann,Clos La Chance 2012 Zinfandel (Central Coast),Zinfandel,Clos La Chance,1272,,,,,,
US,87,36,California,Virginie Boone,Collier Falls 2013 Hillside Estate Zinfandel (Dry Creek Valley),Zinfandel,Collier Falls,1272,,,,,,
US,89,20,California,Jim Gordon,Concrete 2012 Old Vine Zinfandel (Lodi),Zinfandel,Concrete,1272,,,,,,
US,91,20,California,Jim Gordon,Concrete 2013 Old Vine Zinfandel (Lodi),Zinfandel,Concrete,1272,,,,,,
US,90,50,California,Virginie Boone,Corner 103 2012 Zinfandel (Dry Creek Valley),Zinfandel,Corner 103,1272,,,,,,
US,86,15,California,Jim Gordon,Cosentino 2013 The Zin Zinfandel (Lodi),Zinfandel,Cosentino,1272,,,,,,
US,87,20,California,Jim Gordon,Criss Cross 2012 Old Vine Zinfandel (Lodi),Zinfandel,Criss Cross,1272,,,,,,
US,88,20,California,Jim Gordon,Criss Cross 2013 Zinfandel (Lodi),Zinfandel,Criss Cross,1272,,,,,,
US,91,34,California,Virginie Boone,Crux 2014 Zinfandel (Russian River Valley),Zinfandel,Crux,1272,,,,,,
US,85,12,California,Virginie Boone,Cycles Gladiator 2011 Zinfandel (Lodi),Zinfandel,Cycles Gladiator,1272,,,,,,
US,82,15,California,Virginie Boone,Damas 2010 Zinfandel (Fiddletown),Zinfandel,Damas,1272,,,,,,
US,84,27,California,Virginie Boone,Dante Robere 2010 Zinfandel (San Francisco Bay),Zinfandel,Dante Robere,1272,,,,,,
US,86,33,California,Jim Gordon,Dante Robere 2014 Zinfandel (San Francisco Bay),Zinfandel,Dante Robere,1272,,,,,,
US,90,56,California,Matt Kettmann,Daou 2012 Reserve Zinfandel (Paso Robles),Zinfandel,Daou,1272,,,,,,
US,84,30,California,Virginie Boone,Darcie Kent Vineyards 2009 DeMayo Vineyard Zinfandel (Livermore Valley),Zinfandel,Darcie Kent Vineyards,1272,,,,,,
US,92,35,California,Jim Gordon,Darcie Kent Vineyards 2013 Field Blend Zinfandel Zinfandel (Livermore Valley),Zinfandel,Darcie Kent Vineyards,1272,,,,,,
US,86,10,California,Jim Gordon,Dark Horse 2015 Zinfandel (California),Zinfandel,Dark Horse,1272,,,,,,
US,92,26,California,Virginie Boone,Dashe Cellars 2012 Zinfandel (Dry Creek Valley),Zinfandel,Dashe Cellars,1272,,,,,,
US,86,29,California,Virginie Boone,David Clinton 2011 Unti Vineyard Old Vine Zinfandel (Dry Creek Valley),Zinfandel,David Clinton,1272,,,,,,
US,88,24,California,Virginie Boone,David Clinton 2012 Forté Unti Vineyard Zinfandel (Dry Creek Valley),Zinfandel,David Clinton,1272,,,,,,
US,84,29,California,Virginie Boone,David Clinton 2013 Mounts Family Vineyard Old Vine Zinfandel (Dry Creek Valley),Zinfandel,David Clinton,1272,,,,,,
US,90,29,California,Virginie Boone,David Clinton 2013 Teldeschi Vineyard Ancient Vine Zinfandel (Dry Creek Valley),Zinfandel,David Clinton,1272,,,,,,
US,91,32,California,Virginie Boone,De Loach 2011 Nova Vineyard Zinfandel (Clear Lake),Zinfandel,De Loach,1272,,,,,,
US,92,45,California,Virginie Boone,De Loach 2012 Saitone Vineyard Olivet Bench Zinfandel (Russian River Valley),Zinfandel,De Loach,1272,,,,,,
US,88,23,California,Virginie Boone,De Loach 2014 Zinfandel (Russian River Valley),Zinfandel,De Loach,1272,,,,,,
US,88,26,California,Virginie Boone,Deaver 2008 Henry's House Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,89,28,California,Virginie Boone,Deaver 2008 Old Vine 1867 Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,87,28,California,Virginie Boone,Deaver 2008 Signature Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,83,28,California,Virginie Boone,Deaver 2008 Ten Zin Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,87,26,California,Virginie Boone,Deaver 2008 Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,93,28,California,Jim Gordon,Deaver 2010 Signature Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,89,30,California,Jim Gordon,Deaver 2010 Ten Zin Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,91,30,California,Jim Gordon,Deaver 2012 Ten Zin Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,88,28,California,Jim Gordon,Deaver 2012 Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,85,27,California,Jim Gordon,Deaver 2013 Henry's House Zinfandel (California),Zinfandel,Deaver,1272,,,,,,
US,87,30,California,Jim Gordon,Deaver 2013 Ten Zin Zinfandel (Amador County),Zinfandel,Deaver,1272,,,,,,
US,90,25,California,Virginie Boone,Decoy 2012 Zinfandel (Sonoma County),Zinfandel,Decoy,1272,,,,,,
US,90,25,California,Virginie Boone,Decoy 2013 Zinfandel (Sonoma County),Zinfandel,Decoy,1272,,,,,,
US,88,25,California,Virginie Boone,Decoy 2014 Zinfandel (Sonoma County),Zinfandel,Decoy,1272,,,,,,
US,90,25,California,Virginie Boone,Decoy 2015 Zinfandel (Sonoma County),Zinfandel,Decoy,1272,,,,,,
US,85,11,California,Virginie Boone,Deep Purple 2011 Zinfandel (Lodi),Zinfandel,Deep Purple,1272,,,,,,
US,85,42,California,Virginie Boone,Deering 2011 Maus Vineyard Zinfandel (Sonoma Valley),Zinfandel,Deering,1272,,,,,,
US,90,32,California,Virginie Boone,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Del Carlo Winery,1272,,,,,,
US,83,38,California,Virginie Boone,DeLorimier 2014 Two Pear Vineyard Zinfandel (Alexander Valley),Zinfandel,DeLorimier,1272,,,,,,
US,83,15,California,Virginie Boone,Delta Landing 2011 Zinfandel (Lodi),Zinfandel,Delta Landing,1272,,,,,,
US,85,30,California,Virginie Boone,Di Arie 2009 American Legend Zinfandel (Shenandoah Valley (CA)),Zinfandel,Di Arie,1272,,,,,,
US,87,18,California,Virginie Boone,Di Arie 2009 Break Away Zinfandel (Sierra Foothills),Zinfandel,Di Arie,1272,,,,,,
US,85,40,California,Virginie Boone,Director's Cut 2013 Cinema Zinfandel (Sonoma County),Zinfandel,Director's Cut,1272,,,,,,
US,85,27,California,Virginie Boone,Director's Cut 2013 Zinfandel (Dry Creek Valley),Zinfandel,Director's Cut,1272,,,,,,
US,83,34,California,Virginie Boone,Dogwood 2010 Sargentini Vineyard Zinfandel (Mendocino),Zinfandel,Dogwood,1272,,,,,,
US,91,38,California,Virginie Boone,Dry Creek Vineyard 2012 Beeson Ranch Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,91,38,California,Virginie Boone,Dry Creek Vineyard 2012 DCV2 Estate Four Clones Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,91,30,California,Virginie Boone,Dry Creek Vineyard 2012 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,91,38,California,Virginie Boone,Dry Creek Vineyard 2012 Somers Ranch Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,90,38,California,Virginie Boone,Dry Creek Vineyard 2012 Spencer's Hill Vineyard Estate Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,93,32,California,Virginie Boone,Dry Creek Vineyard 2013 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,90,22,California,Virginie Boone,Dry Creek Vineyard 2014 Heritage Vines Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,92,32,California,Virginie Boone,Dry Creek Vineyard 2014 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard,1272,,,,,,
US,88,32,California,Virginie Boone,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar,1272,,,,,,
US,90,32,California,Virginie Boone,Dunbar 2013 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar,1272,,,,,,
US,93,45,California,Virginie Boone,Dutton-Goldfield 2012 Dutton Ranch Morelli Lane Zinfandel (Russian River Valley),Zinfandel,Dutton-Goldfield,1272,,,,,,
US,92,50,California,Virginie Boone,Dutton-Goldfield 2013 Dutton Ranch Morelli Lane Vineyard Zinfandel (Russian River Valley),Zinfandel,Dutton-Goldfield,1272,,,,,,
US,85,29,California,Jim Gordon,Eagle Ridge 2012 Private Reserve Estate Grown Zinfandel (Livermore Valley),Zinfandel,Eagle Ridge,1272,,,,,,
US,85,26,California,Virginie Boone,Earthquake 2010 Zinfandel (Lodi),Zinfandel,Earthquake,1272,,,,,,
US,84,26,California,Virginie Boone,Earthquake 2011 Zinfandel (Lodi),Zinfandel,Earthquake,1272,,,,,,
US,93,26,California,Jim Gordon,Earthquake 2012 Zinfandel (Lodi),Zinfandel,Earthquake,1272,,,,,,
US,90,26,California,Jim Gordon,Earthquake 2013 Zinfandel (Lodi),Zinfandel,Earthquake,1272,,,,,,
US,86,22,California,Virginie Boone,Easton 2009 E Estate Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,88,32,California,Virginie Boone,Easton 2009 Estate Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,88,20,California,Virginie Boone,Easton 2009 Late-Harvest Obscura Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,92,28,California,Virginie Boone,Easton 2009 Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,89,16,California,Virginie Boone,Easton 2009 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,93,32,California,Virginie Boone,Easton 2010 Estate Bottled Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,92,28,California,Virginie Boone,Easton 2010 Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,91,18,California,Virginie Boone,Easton 2010 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,90,24,California,Virginie Boone,Easton 2011 E Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,90,32,California,Virginie Boone,Easton 2011 Estate Bottled Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,90,18,California,Virginie Boone,Easton 2011 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,89,35,California,Jim Gordon,Easton 2012 Estate Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,93,30,California,Jim Gordon,Easton 2012 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,89,18,California,Virginie Boone,Easton 2012 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,90,35,California,Jim Gordon,Easton 2013 Estate Bottled Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,91,25,California,Jim Gordon,Easton 2013 Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,93,35,California,Jim Gordon,Easton 2014 Estate Bottled Zinfandel (Shenandoah Valley (CA)),Zinfandel,Easton,1272,,,,,,
US,95,30,California,Jim Gordon,Easton 2014 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,90,20,California,Jim Gordon,Easton 2014 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,92,25,California,Jim Gordon,Easton 2014 Zinfandel (Fiddletown),Zinfandel,Easton,1272,,,,,,
US,91,20,California,Jim Gordon,Easton 2015 Zinfandel (Amador County),Zinfandel,Easton,1272,,,,,,
US,88,28,California,Matt Kettmann,Eberle 2012 Zinfandel (Paso Robles),Zinfandel,Eberle,1272,,,,,,
US,91,28,California,Matt Kettmann,Eberle 2014 Steinbeck Vineyard-Wine-Bush Vineyard-Cocavin Vineyard Zinfandel (Paso Robles),Zinfandel,Eberle,1272,,,,,,
US,90,20,California,Virginie Boone,Edmeades 2010 Zinfandel (Mendocino County),Zinfandel,Edmeades,1272,,,,,,
US,87,20,California,Virginie Boone,Edmeades 2011 Zinfandel (Mendocino County),Zinfandel,Edmeades,1272,,,,,,
US,88,31,California,Jim Gordon,Edmeades 2012 Gianoli Vineyard Zinfandel (Mendocino Ridge),Zinfandel,Edmeades,1272,,,,,,
US,88,31,California,Jim Gordon,Edmeades 2012 Piffero Vineyard Zinfandel (Redwood Valley),Zinfandel,Edmeades,1272,,,,,,
US,90,31,California,Jim Gordon,Edmeades 2012 Shamrock Vineyard Zinfandel (Mendocino County),Zinfandel,Edmeades,1272,,,,,,
US,89,20,California,Jim Gordon,Edmeades 2012 Zinfandel (Mendocino),Zinfandel,Edmeades,1272,,,,,,
US,92,35,California,Jim Gordon,Edmeades 2013 Gianoli Vineyard Zinfandel (Mendocino Ridge),Zinfandel,Edmeades,1272,,,,,,
US,91,31,California,Jim Gordon,Edmeades 2013 Perli Vineyards Zinfandel (Mendocino Ridge),Zinfandel,Edmeades,1272,,,,,,
US,91,31,California,Jim Gordon,Edmeades 2013 Shamrock Vineyard Zinfandel (Mendocino County),Zinfandel,Edmeades,1272,,,,,,
US,86,20,California,Jim Gordon,Edmeades 2013 Zinfandel (Mendocino County),Zinfandel,Edmeades,1272,,,,,,
US,89,28,California,Jim Gordon,Ehrenberg 2010 Zinfandel (Lodi),Zinfandel,Ehrenberg,1272,,,,,,
US,90,28,California,Virginie Boone,Ektimo Vineyards 2013 Zinfandel (Dry Creek Valley),Zinfandel,Ektimo Vineyards,1272,,,,,,
US,92,37,California,Virginie Boone,Elyse 2012 Korte Ranch Vineyard Zinfandel (St. Helena),Zinfandel,Elyse,1272,,,,,,
US,90,37,California,Virginie Boone,Elyse 2012 Morisoli Vineyard Zinfandel (Rutherford),Zinfandel,Elyse,1272,,,,,,
US,90,37,California,Virginie Boone,Elyse 2012 Zinfandel (Dry Creek Valley),Zinfandel,Elyse,1272,,,,,,
US,90,39,California,Virginie Boone,Elyse 2013 Korte Ranch Vineyard Zinfandel (St. Helena),Zinfandel,Elyse,1272,,,,,,
US,93,39,California,Virginie Boone,Elyse 2013 Zinfandel (Dry Creek Valley),Zinfandel,Elyse,1272,,,,,,
US,87,35,California,Matt Kettmann,EOS 2012 Algunas Dias Single Vineyard Zinfandel (Paso Robles),Zinfandel,EOS,1272,,,,,,
US,87,18,California,Matt Kettmann,EOS 2013 Estate Zinfandel (Paso Robles),Zinfandel,EOS,1272,,,,,,
US,86,18,California,Matt Kettmann,EOS 2014 Zinfandel (Paso Robles),Zinfandel,EOS,1272,,,,,,
US,91,36,California,Matt Kettmann,EOS 2015 Algunas Dias Zinfandel (Paso Robles),Zinfandel,EOS,1272,,,,,,
US,88,18,California,Matt Kettmann,EOS 2015 Zinfandel (Paso Robles),Zinfandel,EOS,1272,,,,,,
US,89,65,California,Matt Kettmann,Epoch Estate Wines 2012 Paderewski Vineyard Zinfandel (Paso Robles),Zinfandel,Epoch Estate Wines,1272,,,,,,
US,89,25,California,Jim Gordon,Everhart Cellars 2014 Estate Grown Happy Zinfandel (El Dorado),Zinfandel,Everhart Cellars,1272,,,,,,
US,90,26,California,Jim Gordon,Everhart Cellars 2014 Pilot Ridge Vineyard Estate Grown Zinfandel (El Dorado),Zinfandel,Everhart Cellars,1272,,,,,,
US,87,32,California,Virginie Boone,Fallon Place 2014 Landa Vineyard Zinfandel (Chalk Hill),Zinfandel,Fallon Place,1272,,,,,,
US,93,21,California,Matt Kettmann,Felten Cellars 2013 Zinfandel (Paso Robles),Zinfandel,Felten Cellars,1272,,,,,,
US,90,28,California,Matt Kettmann,Felten Cellars 2014 Zinfandel (Paso Robles),Zinfandel,Felten Cellars,1272,,,,,,
US,87,26,California,Virginie Boone,Fenestra 2010 Zinfandel (Livermore Valley),Zinfandel,Fenestra,1272,,,,,,
US,86,26,California,Jim Gordon,Fenestra 2012 Zinfandel (Livermore Valley),Zinfandel,Fenestra,1272,,,,,,
US,91,32,California,Jim Gordon,Fiddletown Cellars 2012 Jack Rabbit Flat Zinfandel (Amador County),Zinfandel,Fiddletown Cellars,1272,,,,,,
US,94,36,California,Jim Gordon,Fiddletown Cellars 2013 Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Fiddletown Cellars,1272,,,,,,
US,91,16,California,Virginie Boone,Fidelity 2013 Railyard Zinfandel (Alexander Valley),Zinfandel,Fidelity,1272,,,,,,
US,91,24,California,Virginie Boone,Fields Family 2010 Sherman Family Vineyards Zinfandel (Lodi),Zinfandel,Fields Family,1272,,,,,,
US,92,35,California,Jim Gordon,Fields Family 2012 Lodi Native The Century Block Zinfandel (Mokelumne River),Zinfandel,Fields Family,1272,,,,,,
US,90,26,California,Jim Gordon,Fields Family 2012 Sherman Family Vineyards Old Vine Zinfandel (Lodi),Zinfandel,Fields Family,1272,,,,,,
US,91,30,California,Jim Gordon,Fields Family 2013 Lodi Native Stampede Vineyard Zinfandel (Clements Hills),Zinfandel,Fields Family,1272,,,,,,
US,90,38,California,Virginie Boone,Flinch 2013 Old Vine Reserve Zinfandel (Dry Creek Valley),Zinfandel,Flinch,1272,,,,,,
US,90,35,California,Virginie Boone,Fogline Vineyards 2013 Grist Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Fogline Vineyards,1272,,,,,,
US,88,19,California,Virginie Boone,Folie à Deux 2012 Zinfandel (Dry Creek Valley),Zinfandel,Folie à Deux,1272,,,,,,
US,89,20,California,Virginie Boone,Folie à Deux 2013 Zinfandel (Dry Creek Valley),Zinfandel,Folie à Deux,1272,,,,,,
US,87,45,California,Virginie Boone,Foppiano 2014 Nonno's Block Zinfandel (Russian River Valley),Zinfandel,Foppiano,1272,,,,,,
US,85,25,California,Virginie Boone,Foppiano 2015 Estate Zinfandel (Russian River Valley),Zinfandel,Foppiano,1272,,,,,,
US,85,30,California,Virginie Boone,Forchini 2013 Proprietor's Reserve Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Forchini,1272,,,,,,
US,91,30,California,Matt Kettmann,Four Sisters Ranch 2011 Limited-Edition Zinfandel (Paso Robles),Zinfandel,Four Sisters Ranch,1272,,,,,,
US,88,15,California,Virginie Boone,Four Vines 2009 Maverick Zinfandel (Amador County),Zinfandel,Four Vines,1272,,,,,,
US,84,19,California,Virginie Boone,Four Vines 2010 Maverick Zinfandel (Amador County),Zinfandel,Four Vines,1272,,,,,,
US,90,20,California,Jim Gordon,Four Vines 2012 Maverick Zinfandel (Amador County),Zinfandel,Four Vines,1272,,,,,,
US,90,25,California,Virginie Boone,Four Vines 2012 The Sophisticate Zinfandel (Sonoma County),Zinfandel,Four Vines,1272,,,,,,
US,91,13,California,Jim Gordon,Four Vines 2014 Old Vine Zinfandel (Lodi),Zinfandel,Four Vines,1272,,,,,,
US,87,37,California,Virginie Boone,Frank Family 2012 Reserve Zinfandel (Chiles Valley),Zinfandel,Frank Family,1272,,,,,,
US,91,55,California,Virginie Boone,Frank Family 2012 Zinfandel (Napa Valley),Zinfandel,Frank Family,1272,,,,,,
US,91,55,California,Virginie Boone,Frank Family 2013 Reserve Zinfandel (Chiles Valley),Zinfandel,Frank Family,1272,,,,,,
US,91,37,California,Virginie Boone,Frank Family 2013 Zinfandel (Napa Valley),Zinfandel,Frank Family,1272,,,,,,
US,88,55,California,Virginie Boone,Frank Family 2014 Reserve Zinfandel (Chiles Valley),Zinfandel,Frank Family,1272,,,,,,
US,86,20,California,Virginie Boone,Frei Brothers 2013 Reserve Zinfandel (Dry Creek Valley),Zinfandel,Frei Brothers,1272,,,,,,
US,83,20,California,Virginie Boone,Frei Brothers 2014 Reserve Zinfandel (Dry Creek Valley),Zinfandel,Frei Brothers,1272,,,,,,
US,87,20,California,Virginie Boone,Frei Brothers 2015 Reserve Zinfandel (Dry Creek Valley),Zinfandel,Frei Brothers,1272,,,,,,
US,84,15,California,Jim Gordon,Frey 2013 Organic Zinfandel (Mendocino),Zinfandel,Frey,1272,,,,,,
US,85,25,California,Virginie Boone,Fritz 2013 Estate Grown Zinfandel (Dry Creek Valley),Zinfandel,Fritz,1272,,,,,,
US,86,45,California,Virginie Boone,Gamba 2013 Gamba Estate Vineyard Old Vine Zinfandel (Russian River Valley),Zinfandel,Gamba,1272,,,,,,
US,86,45,California,Virginie Boone,Gamba 2013 Starr Road Ranch Old Vine Zinfandel (Russian River Valley),Zinfandel,Gamba,1272,,,,,,
US,94,45,California,Virginie Boone,Gary Farrell 2012 Grist Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Gary Farrell,1272,,,,,,
US,92,45,California,Virginie Boone,Gary Farrell 2012 Maffei Vineyard Zinfandel (Russian River Valley),Zinfandel,Gary Farrell,1272,,,,,,
US,92,50,California,Virginie Boone,Gary Farrell 2013 Grist Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Gary Farrell,1272,,,,,,
US,92,50,California,Virginie Boone,Gary Farrell 2013 Maffei Vineyard Zinfandel (Russian River Valley),Zinfandel,Gary Farrell,1272,,,,,,
US,82,14,California,Virginie Boone,Gen5 2010 Old Vine Zinfandel (Lodi),Zinfandel,Gen5,1272,,,,,,
US,87,11,California,Jim Gordon,Gen5 2012 Zinfandel (Lodi),Zinfandel,Gen5,1272,,,,,,
US,89,12,California,Jim Gordon,Gen5 2013 Old Vine Zinfandel (Lodi),Zinfandel,Gen5,1272,,,,,,
US,91,20,California,Jim Gordon,Ghost Pines 2013 Winemaker's Blend Zinfandel (Sonoma County-San Joaquin County),Zinfandel,Ghost Pines,1272,,,,,,
US,85,20,California,Virginie Boone,Ghost Pines 2015 Winemaker's Reserve Zinfandel (Sonoma County-San Joaquin County),Zinfandel,Ghost Pines,1272,,,,,,
US,89,24,California,Virginie Boone,Girard 2012 Old Vine Zinfandel (Napa Valley),Zinfandel,Girard,1272,,,,,,
US,83,13,California,Virginie Boone,Girasole 2009 Zinfandel (Mendocino),Zinfandel,Girasole,1272,,,,,,
